US_Metro_Area_Code,US_Metro_Area_Name,Year,Percent_College_Graduates,Percent_White,Population,Region
580,"Auburn-Opelika, AL (P)",1970,,,0,3
580,"Auburn-Opelika, AL (P)",1980,0.216295883,0.747348666,76269,3
580,"Auburn-Opelika, AL (P)",1990,0.252836168,0.744933784,87146,3
580,"Auburn-Opelika, AL (P)",2000,0.2790896,0.745212495,115092,3
600,"Augusta-Aiken, GA-SC",1970,0.104958333,0.717341125,253461,3
600,"Augusta-Aiken, GA-SC",1980,0.143825158,0.677711248,327371,3
600,"Augusta-Aiken, GA-SC",1990,0.179829419,0.66727066,396809,3
600,"Augusta-Aiken, GA-SC",2000,0.213951483,0.623019755,452846,3
640,"Austin-San Marcos, TX",1970,0.195362851,0.886725068,295520,3
640,"Austin-San Marcos, TX",1980,0.28080073,0.802025199,536585,3
640,"Austin-San Marcos, TX",1990,0.322464675,0.76915431,781507,3
640,"Austin-San Marcos, TX",2000,0.383891046,0.73745513,1159836,3
680,"Bakersfield, CA",1970,0.089110531,0.92616111,329176,4
680,"Bakersfield, CA",1980,0.118342936,0.77384001,402990,4
680,"Bakersfield, CA",1990,0.132705748,0.698431194,543478,4
680,"Bakersfield, CA",2000,0.135192752,0.642445743,661645,4
720,"Baltimore, MD (P)",1970,0.103195585,0.75876826,2069595,3
720,"Baltimore, MD (P)",1980,0.169143543,0.729402602,2172851,3
720,"Baltimore, MD (P)",1990,0.231347278,0.718077958,2382508,3
720,"Baltimore, MD (P)",2000,0.292027593,0.678510427,2552994,3
733,"Bangor, ME",1970,0.127386883,0.98850143,76879,1
733,"Bangor, ME",1980,0.141639963,0.987534225,136970,1
733,"Bangor, ME",1990,0.17698282,0.978779137,146601,1
733,"Bangor, ME",2000,0.203193545,0.97226727,144919,1
760,"Baton Rouge, LA",1970,0.160293132,0.703183889,301958,3
760,"Baton Rouge, LA",1980,0.196288198,0.710942268,494055,3
760,"Baton Rouge, LA",1990,0.223669216,0.688998282,528264,3
760,"Baton Rouge, LA",2000,0.249401674,0.654698849,602894,3
840,"Beaumont-Port Arthur, TX",1970,0.088596262,0.784598291,315355,3
840,"Beaumont-Port Arthur, TX",1980,0.121001706,0.762523711,374859,3
840,"Beaumont-Port Arthur, TX",1990,0.137377203,0.730611086,361225,3
840,"Beaumont-Port Arthur, TX",2000,0.147085935,0.690768421,385090,3
860,"Bellingham, WA",1970,,,0,4
860,"Bellingham, WA",1980,0.179172546,0.953711808,106674,4
860,"Bellingham, WA",1990,0.219707847,0.934785843,127780,4
860,"Bellingham, WA",2000,0.272291243,0.897760391,166814,4
870,"Benton Harbor, MI",1970,,,0,2
870,"Benton Harbor, MI",1980,0.133159637,0.842009366,171159,2
870,"Benton Harbor, MI",1990,0.167390347,0.826841354,161378,2
870,"Benton Harbor, MI",2000,0.196175843,0.802312076,162453,2
880,"Billings, MT",1970,0.131137356,0.98135066,87349,4
880,"Billings, MT",1980,0.198541239,0.959985554,108009,4
880,"Billings, MT",1990,0.215150431,0.952882648,113419,4
880,"Billings, MT",2000,0.26381585,0.941315174,129352,4
920,"Biloxi-Gulfport-Pascagoula, MS",1970,0.095361069,0.827343047,134579,3
920,"Biloxi-Gulfport-Pascagoula, MS",1980,0.126368165,0.801751196,299283,3
920,"Biloxi-Gulfport-Pascagoula, MS",1990,0.153876483,0.789313257,312369,3
920,"Biloxi-Gulfport-Pascagoula, MS",2000,0.175534055,0.765643358,363988,3
960,"Binghamton, NY",1970,0.112186387,0.98770541,268329,1
960,"Binghamton, NY",1980,0.15440087,0.975305438,263459,1
960,"Binghamton, NY",1990,0.201532826,0.964218855,264497,1
960,"Binghamton, NY",2000,0.220395297,0.932153642,252320,1
1000,"Birmingham, AL",1970,0.089370735,0.704859078,739257,3
1000,"Birmingham, AL",1980,0.143303409,0.723551631,883773,3
1000,"Birmingham, AL",1990,0.187372521,0.721682966,907809,3
1000,"Birmingham, AL",2000,0.235633507,0.695136905,991819,3
1010,"Bismarck, ND",1970,,,0,2
1010,"Bismarck, ND",1980,0.189405769,0.980297267,79925,2
1010,"Bismarck, ND",1990,0.218760774,0.972193718,83831,2
1010,"Bismarck, ND",2000,0.255445093,0.958983958,94719,2
1020,"Bloomington, IN",1970,0.274366945,0.975462615,84850,2
1020,"Bloomington, IN",1980,0.312795728,0.952350557,98731,2
1020,"Bloomington, IN",1990,0.329231083,0.942704558,108979,2
1020,"Bloomington, IN",2000,0.396280289,0.916815281,120563,2
1040,"Bloomington-Normal, IL",1970,0.152456388,0.97927922,104388,2
1040,"Bloomington-Normal, IL",1980,0.227711111,0.948282838,119137,2
1040,"Bloomington-Normal, IL",1990,0.289800853,0.938372791,129180,2
1040,"Bloomington-Normal, IL",2000,0.3616831,0.896811187,150433,2
1080,"Boise City, ID",1970,0.136339217,0.990252316,112232,4
1080,"Boise City, ID",1980,0.221015692,0.974299729,173033,4
1080,"Boise City, ID",1990,0.24908103,0.968305349,205776,4
1080,"Boise City, ID",2000,0.311774492,0.940359712,300904,4
1123,"Boston, MA",1970,0.128031522,0.963588774,4683526,1
1123,"Boston, MA",1980,0.202612549,0.942435622,5334352,1
1123,"Boston, MA",1990,0.278277874,0.906599522,5686000,1
1123,"Boston, MA",2000,0.338038296,0.863843381,6057826,1
1150,"Bremerton, WA (P)",1970,,,0,4
1150,"Bremerton, WA (P)",1980,0.164168537,0.931265295,143951,4
1150,"Bremerton, WA (P)",1990,0.198340476,0.900922358,189730,4
1150,"Bremerton, WA (P)",2000,0.253301859,0.858619034,231969,4
1240,"Brownsville-Harlingen-San Benito, TX",1970,0.073793903,0.993959963,140231,3
1240,"Brownsville-Harlingen-San Benito, TX",1980,0.104533128,0.783535242,209619,3
1240,"Brownsville-Harlingen-San Benito, TX",1990,0.119755767,0.82432723,260120,3
1240,"Brownsville-Harlingen-San Benito, TX",2000,0.133563921,0.823635936,335227,3
1260,"Bryan-College Station, TX",1970,0.227754235,0.831191659,57977,3
1260,"Bryan-College Station, TX",1980,0.318724304,0.829775155,93565,3
1260,"Bryan-College Station, TX",1990,0.358264595,0.777781427,121862,3
1260,"Bryan-College Station, TX",2000,0.369859129,0.757261395,152415,3
1280,,1970,0.096170105,0.913069904,1349084,1
1280,,1980,0.144609928,0.891468585,1242769,1
1280,,1990,0.188219413,0.871900797,1189287,1
1280,,2000,0.23208113,0.844118237,1170111,1
1303,"Burlington, VT",1970,,,0,1
1303,"Burlington, VT",1980,0.266044825,0.98632437,115534,1
1303,"Burlington, VT",1990,0.290445745,0.97731626,177087,1
1303,"Burlington, VT",2000,0.348414898,0.962325692,198889,1
1320,"Canton-Massillon, OH",1970,0.070924565,0.940471768,372210,2
1320,"Canton-Massillon, OH",1980,0.110231049,0.933974743,404310,2
1320,"Canton-Massillon, OH",1990,0.138727024,0.928897321,394106,2
1320,"Canton-Massillon, OH",2000,0.173152104,0.914256394,406934,2
1350,"Casper, WY",1970,,,0,4
1350,"Casper, WY",1980,0.196966246,0.964540184,71826,4
1350,"Casper, WY",1990,0.203549027,0.972740352,61226,4
1350,"Casper, WY",2000,0.200159416,0.951362491,66533,4
1360,"Cedar Rapids, IA",1970,0.11853756,0.987255931,163213,2
1360,"Cedar Rapids, IA",1980,0.166580901,0.97475481,169682,2
1360,"Cedar Rapids, IA",1990,0.215347677,0.967594564,168768,2
1360,"Cedar Rapids, IA",2000,0.277305156,0.944423854,191701,2
1400,"Champaign-Urbana, IL",1970,0.242601141,0.92528832,163281,2
1400,"Champaign-Urbana, IL",1980,0.300073028,0.88565439,168385,2
1400,"Champaign-Urbana, IL",1990,0.340623736,0.846477926,173024,2
1400,"Champaign-Urbana, IL",2000,0.379896373,0.795690954,179669,2
1440,"Charleston-North Charleston, SC",1970,0.099277988,0.671170175,324487,3
1440,"Charleston-North Charleston, SC",1980,0.15052776,0.669657052,420097,3
1440,"Charleston-North Charleston, SC",1990,0.189257741,0.678682148,506875,3
1440,"Charleston-North Charleston, SC",2000,0.250289857,0.657669008,549033,3
1480,"Charleston, WV",1970,0.098843858,0.942679405,229516,3
1480,"Charleston, WV",1980,0.146640226,0.941542387,269595,3
1480,"Charleston, WV",1990,0.168724373,0.936671019,250454,3
1480,"Charleston, WV",2000,0.204033241,0.924581409,251662,3
1520,"Charlotte-Gastonia-Rock Hill, NC-SC",1970,0.095195636,0.799379706,807321,3
1520,"Charlotte-Gastonia-Rock Hill, NC-SC",1980,0.148476616,0.785317421,928573,3
1520,"Charlotte-Gastonia-Rock Hill, NC-SC",1990,0.195881069,0.784631848,1161741,3
1520,"Charlotte-Gastonia-Rock Hill, NC-SC",2000,0.264670968,0.741863012,1499293,3
1540,"Charlottesville, VA",1970,0.226921976,0.846755326,38879,3
1540,"Charlottesville, VA",1980,0.319893688,0.84371835,95686,3
1540,"Charlottesville, VA",1990,0.332812607,0.831359088,131107,3
1540,"Charlottesville, VA",2000,0.400752783,0.81193912,159576,3
1560,"Chattanooga, TN-GA",1970,0.093368903,0.840239942,305746,3
1560,"Chattanooga, TN-GA",1980,0.125854075,0.854274929,426375,3
1560,"Chattanooga, TN-GA",1990,0.157426551,0.855514944,433060,3
1560,"Chattanooga, TN-GA",2000,0.194479659,0.836850047,476531,3
1580,"Cheyenne, WY",1970,,,0,4
1580,"Cheyenne, WY",1980,0.177473962,0.921716571,68588,4
1580,"Cheyenne, WY",1990,0.206910878,0.904610217,73142,4
1580,"Cheyenne, WY",2000,0.234497845,0.904603779,81607,4
1600,"Chicago, IL (P)",1970,0.113091849,0.816642046,7607992,2
1600,"Chicago, IL (P)",1980,0.179047808,0.741253853,7782531,2
1600,"Chicago, IL (P)",1990,0.236582279,0.71284163,7937455,2
1600,"Chicago, IL (P)",2000,0.292339832,0.673599243,8815161,2
1620,"Chico-Paradise, CA",1970,,,0,4
1620,"Chico-Paradise, CA",1980,0.168941393,0.937018633,143801,4
1620,"Chico-Paradise, CA",1990,0.194755808,0.907994747,182120,4
1620,"Chico-Paradise, CA",2000,0.218359426,0.869336665,203171,4
1640,"Cincinnati, OH-KY-IN (P)",1970,0.106182702,0.88741374,1376989,3
1640,"Cincinnati, OH-KY-IN (P)",1980,0.158593044,0.868880928,1400817,3
1640,"Cincinnati, OH-KY-IN (P)",1990,0.205145717,0.858172953,1452282,3
1640,"Cincinnati, OH-KY-IN (P)",2000,0.262703955,0.836715817,1553843,3
1660,"Clarksville-Hopkinsville, TN-KY",1970,,,0,3
1660,"Clarksville-Hopkinsville, TN-KY",1980,0.119548172,0.764168799,150200,3
1660,"Clarksville-Hopkinsville, TN-KY",1990,0.140336201,0.759114504,169483,3
1660,"Clarksville-Hopkinsville, TN-KY",2000,0.169846967,0.73206687,207033,3
1680,"Cleveland-Lorain-Elyria, OH (P)",1970,0.104955502,0.845420301,2319651,2
1680,"Cleveland-Lorain-Elyria, OH (P)",1980,0.151591435,0.815402031,2172931,2
1680,"Cleveland-Lorain-Elyria, OH (P)",1990,0.189808726,0.797959268,2102091,2
1680,"Cleveland-Lorain-Elyria, OH (P)",2000,0.238923505,0.768271923,2148143,2
1720,"Colorado Springs, CO",1970,0.164840385,0.937056124,235972,4
1720,"Colorado Springs, CO",1980,0.208820149,0.878344893,309396,4
1720,"Colorado Springs, CO",1990,0.258135289,0.861679971,397014,4
1720,"Colorado Springs, CO",2000,0.317589402,0.830268741,516929,4
1740,"Columbia, MO",1970,0.271840811,0.939267337,80912,2
1740,"Columbia, MO",1980,0.346740067,0.914284587,100178,2
1740,"Columbia, MO",1990,0.364817649,0.891432226,112362,2
1740,"Columbia, MO",2000,0.417317986,0.865799427,135454,2
1760,"Columbia, SC",1970,0.143602028,0.73536253,322785,3
1760,"Columbia, SC",1980,0.210354596,0.700018287,410036,3
1760,"Columbia, SC",1990,0.25339511,0.678891182,453242,3
1760,"Columbia, SC",2000,0.29202196,0.643183887,536691,3
1800,"Columbus, GA-AL",1970,0.091151454,0.718776286,235350,3
1800,"Columbus, GA-AL",1980,0.118074909,0.626073897,239197,3
1800,"Columbus, GA-AL",1990,0.150660828,0.593772233,243072,3
1800,"Columbus, GA-AL",2000,0.182835311,0.526515484,250929,3
1840,"Columbus, OH",1970,0.139806598,0.87988472,916228,2
1840,"Columbus, OH",1980,0.184682086,0.877036035,1213890,2
1840,"Columbus, OH",1990,0.230027422,0.860279262,1377420,2
1840,"Columbus, OH",2000,0.287092239,0.822702527,1581066,2
1880,"Corpus Christi, TX",1970,0.09835767,0.955121875,284370,3
1880,"Corpus Christi, TX",1980,0.139089704,0.828082323,326053,3
1880,"Corpus Christi, TX",1990,0.16001974,0.759329975,349894,3
1880,"Corpus Christi, TX",2000,0.177973971,0.752586126,380783,3
1890,"Corvallis, OR",1970,,,0,4
1890,"Corvallis, OR",1980,0.366220266,0.951049685,68199,4
1890,"Corvallis, OR",1990,0.412982345,0.918810904,70810,4
1890,"Corvallis, OR",2000,0.473884344,0.905019641,78153,4
1900,"Cumberland, MD-WV",1970,0.066688396,0.986257374,84045,3
1900,"Cumberland, MD-WV",1980,0.092685647,0.978832483,80419,3
1900,"Cumberland, MD-WV",1990,0.114603087,0.971813083,101643,3
1900,"Cumberland, MD-WV",2000,0.134390071,0.939583182,102008,3
1920,"Dallas, TX (P)",1970,0.139158025,0.835266352,1553599,3
1920,"Dallas, TX (P)",1980,0.218765467,0.775345147,1956740,3
1920,"Dallas, TX (P)",1990,0.275556237,0.726932406,2553357,3
1920,"Dallas, TX (P)",2000,0.307103664,0.678849876,3369303,3
1950,"Danville, VA",1970,0.054343309,0.711209357,105180,3
1950,"Danville, VA",1980,0.077411018,0.695983529,111777,3
1950,"Danville, VA",1990,0.098627783,0.678781331,108711,3
1950,"Danville, VA",2000,0.112689346,0.659573674,110156,3
1960,"Davenport-Moline-Rock Island, IA-IL",1970,0.091336221,0.964352131,351101,2
1960,"Davenport-Moline-Rock Island, IA-IL",1980,0.145381555,0.935847163,383628,2
1960,"Davenport-Moline-Rock Island, IA-IL",1990,0.174058646,0.920532644,350861,2
1960,"Davenport-Moline-Rock Island, IA-IL",2000,0.202617377,0.891728997,359062,2
2000,"Dayton-Springfield, OH",1970,0.106652394,0.887117982,960153,2
2000,"Dayton-Springfield, OH",1980,0.152882114,0.86537081,941938,2
2000,"Dayton-Springfield, OH",1990,0.190692261,0.853156328,951271,2
2000,"Dayton-Springfield, OH",2000,0.221484557,0.827883184,950558,2
2020,"Daytona Beach, FL",1970,0.107036926,0.857487679,169459,3
2020,"Daytona Beach, FL",1980,0.129630476,0.877516806,258723,3
2020,"Daytona Beach, FL",1990,0.147931919,0.886896014,370712,3
2020,"Daytona Beach, FL",2000,0.176407918,0.869843423,443343,3
2030,"Decatur, AL",1970,0.083764248,0.906022847,77306,3
2030,"Decatur, AL",1980,0.117958821,0.899891376,90223,3
2030,"Decatur, AL",1990,0.133352339,0.865531504,131555,3
2030,"Decatur, AL",2000,0.158098206,0.846812487,145867,3
2040,"Decatur, IL",1970,0.089189701,0.920654356,125010,2
2040,"Decatur, IL",1980,0.129391417,0.888319671,131319,2
2040,"Decatur, IL",1990,0.147895724,0.872352958,117206,2
2040,"Decatur, IL",2000,0.169186786,0.838997066,114706,2
2080,"Denver, CO (P)",1970,0.172393605,0.947037876,1227122,4
2080,"Denver, CO (P)",1980,0.259510994,0.884763837,1618210,4
2080,"Denver, CO (P)",1990,0.304702431,0.866828084,1848319,4
2080,"Denver, CO (P)",2000,0.363984406,0.82081461,2400570,4
2120,"Des Moines, IA",1970,0.128600284,0.961464822,283014,2
2120,"Des Moines, IA",1980,0.182193249,0.944637775,367356,2
2120,"Des Moines, IA",1990,0.226032645,0.938500345,392928,2
2120,"Des Moines, IA",2000,0.287179112,0.905070364,456022,2
2160,"Detroit, MI (P)",1970,0.093293965,0.829801977,4502437,2
2160,"Detroit, MI (P)",1980,0.140388206,0.784779608,4487828,2
2160,"Detroit, MI (P)",1990,0.177320555,0.76080817,4382298,2
2160,"Detroit, MI (P)",2000,0.229474992,0.731995761,4598502,2
2180,"Dothan, AL",1970,,,0,3
2180,"Dothan, AL",1980,0.123146303,0.786824346,122396,3
2180,"Dothan, AL",1990,0.144791827,0.771821022,130963,3
2180,"Dothan, AL",2000,0.168941051,0.743358254,137916,3
2200,"Dubuque, IA",1970,0.101230785,0.997118592,90580,2
2200,"Dubuque, IA",1980,0.149887964,0.991146266,93716,2
2200,"Dubuque, IA",1990,0.167706609,0.989167035,86403,2
2200,"Dubuque, IA",2000,0.21330981,0.97658819,89143,2
2240,"Duluth-Superior, MN-WI",1970,0.093072914,0.987171233,263314,2
2240,"Duluth-Superior, MN-WI",1980,0.142805189,0.978226662,266401,2
2240,"Duluth-Superior, MN-WI",1990,0.168369949,0.968496203,239971,2
2240,"Duluth-Superior, MN-WI",2000,0.212320536,0.957918942,243815,2
2281, ,1970,0.140102535,0.928586185,222296,1
2281, ,1980,0.188969702,0.907558799,245045,1
2281, ,1990,0.247870252,0.884549558,259461,1
2281, ,2000,0.276266158,0.843034089,280150,1
2290,"Eau Claire, WI",1970,0.109700136,0.982180834,69139,2
2290,"Eau Claire, WI",1980,0.143765494,0.990124643,130923,2
2290,"Eau Claire, WI",1990,0.168554842,0.973230183,137543,2
2290,"Eau Claire, WI",2000,0.221174419,0.96468854,148337,2
2320,"El Paso, TX",1970,0.113993451,0.963951826,359269,3
2320,"El Paso, TX",1980,0.139957488,0.714793861,479868,3
2320,"El Paso, TX",1990,0.152382955,0.766163528,591610,3
2320,"El Paso, TX",2000,0.166077539,0.764229238,679622,3
2330,"Elkhart-Goshen, IN",1970,0.085952237,0.963265359,126529,2
2330,"Elkhart-Goshen, IN",1980,0.122747548,0.947542429,137301,2
2330,"Elkhart-Goshen, IN",1990,0.142110407,0.936921656,156266,2
2330,"Elkhart-Goshen, IN",2000,0.155073151,0.870584428,182791,2
2335,"Elmira, NY",1970,0.101312704,0.966928005,101536,1
2335,"Elmira, NY",1980,0.133272097,0.94851315,97656,1
2335,"Elmira, NY",1990,0.154216111,0.928137004,95195,1
2335,"Elmira, NY",2000,0.185818151,0.912243307,91070,1
2340,"Enid, OK",1970,0.1086521,0.95242393,55364,3
2340,"Enid, OK",1980,0.160717651,0.944301188,62771,3
2340,"Enid, OK",1990,0.173249677,0.927716613,56735,3
2340,"Enid, OK",2000,0.195523679,0.903412759,57813,3
2360,"Erie, PA",1970,0.088437602,0.964645147,263613,1
2360,"Erie, PA",1980,0.132347316,0.949288607,279714,1
2360,"Erie, PA",1990,0.162165627,0.936401367,275572,1
2360,"Erie, PA",2000,0.208710432,0.913026154,280843,1
2400,"Eugene-Springfield, OR",1970,0.142117783,0.986365795,213360,4
